CustomerID,Total_Spend,Frequency,Total_Items,Unique_Products,Avg_Basket_Value,LTV
14212,1070.48,1,1152,9,1070.48,0.0
14214,899.16,3,671,56,299.71999999999997,105.22
14215,1343.91,5,847,72,268.78200000000004,445.81
14217,1469.67,12,439,61,122.47250000000001,535.3100000000001
14220,632.4,2,272,21,316.2,0.0
14221,3088.89,8,2013,109,386.11125,343.90999999999997
14222,683.17,1,607,41,683.17,0.0
14223,991.13,3,585,50,330.37666666666667,0.0
14224,1009.73,4,483,105,252.4325,0.0
14226,1692.0,2,1075,40,846.0,522.7900000000001
14227,3031.9,9,1633,117,336.8777777777778,319.06
14229,762.13,2,303,23,381.065,785.0699999999999
14231,925.71,3,409,47,308.57,0.0
14232,1573.33,4,1503,71,393.3325,474.74
14233,959.1,3,410,15,319.7,503.62
14235,3144.86,5,1959,65,628.972,0.0
14236,490.86,2,310,15,245.43,0.0
14237,161.0,1,38,9,161.0,0.0
14238,146.85,1,111,8,146.85,0.0
14239,2219.39,10,903,79,221.939,161.46
14240,226.85,1,79,10,226.85,663.49
14241,213.70000000000002,1,146,10,213.70000000000002,0.0
14242,280.55,2,123,13,140.275,0.0
14243,2305.95,8,1031,93,288.24375,282.82
14245,1693.45,2,976,107,846.725,0.0
14246,1474.06,3,804,57,491.3533333333333,0.0
14247,136.76999999999998,1,47,19,136.76999999999998,0.0
14248,302.58,1,102,8,302.58,0.0
14250,1228.83,1,866,74,1228.83,675.22
14256,969.0600000000001,2,414,51,484.53000000000003,0.0
14257,2725.84,4,1338,84,681.46,373.88
14258,11298.380000000001,8,6164,58,1412.2975000000001,1371.6
14259,120.0,1,68,5,120.0,0.0
14261,943.75,1,387,45,943.75,219.7
14262,1379.3,4,855,56,344.825,1238.93
14264,333.97,2,70,15,166.985,0.0
14265,530.18,2,330,31,265.09,0.0
14267,1516.24,3,530,25,505.41333333333336,0.0
14270,492.65000000000003,1,197,29,492.65000000000003,0.0
14271,112.32,1,88,10,112.32,0.0
14272,437.96,2,599,33,218.98,0.0
14273,450.05,3,196,18,150.01666666666668,109.92
14276,1119.74,3,744,52,373.24666666666667,0.0
14277,1629.03,1,855,71,1629.03,2522.97
14280,134.04,1,52,8,134.04,0.0
14282,2768.84,10,2116,65,276.884,932.6
14284,252.1,1,70,13,252.1,343.15
14285,1253.43,2,295,17,626.715,656.58
14286,2050.08,1,1998,141,2050.08,2578.67
14287,83.28,2,216,4,41.64,93.35
14288,426.6,1,188,16,426.6,0.0
14289,832.78,5,278,33,166.55599999999998,78.48
14290,1071.1000000000001,2,298,40,535.5500000000001,1243.55
14291,2355.54,7,1478,96,336.5057142857143,1527.71
14292,3143.9500000000003,5,1093,60,628.7900000000001,1727.98
14293,739.41,3,427,40,246.47,307.15000000000003
14297,232.6,1,78,11,232.6,1072.73
14298,44237.46,41,51277,759,1078.9624390243903,7289.84
14299,2843.49,6,1182,87,473.91499999999996,1122.13
14301,640.14,1,606,13,640.14,0.0
14304,383.45,1,139,17,383.45,0.0
14305,1858.96,3,1089,96,619.6533333333333,0.0
14306,1702.94,1,917,26,1702.94,390.38
14307,2995.72,6,2058,150,499.28666666666663,0.0
14309,1633.7,7,1200,62,233.3857142857143,718.83
14311,310.26,1,146,20,310.26,0.0
14312,1047.19,5,480,51,209.43800000000002,564.4
14314,120.0,1,296,8,120.0,0.0
14315,1550.15,5,689,49,310.03000000000003,930.98
14320,477.79,2,325,29,238.895,0.0
14321,1230.59,4,2038,99,307.6475,300.16
14323,605.0600000000001,2,350,32,302.53000000000003,0.0
14326,183.85,1,103,8,183.85,0.0
14327,311.65,1,139,12,311.65,0.0
14329,3485.03,4,2184,169,871.2575,1490.21
14331,462.65999999999997,2,252,27,231.32999999999998,0.0
14332,119.04,1,48,2,119.04,721.17
14334,2328.71,7,1597,96,332.67285714285714,223.5
14335,347.5,1,337,40,347.5,107.36
14336,1114.39,3,989,53,371.46333333333337,500.52000000000004
14338,588.22,2,335,30,294.11,0.0
14339,309.52,1,168,14,309.52,0.0
14340,134.7,1,58,6,134.7,0.0
14341,1139.52,6,709,54,189.92,1027.46
14342,419.74,2,176,11,209.87,248.82
14344,889.9300000000001,8,477,56,111.24125000000001,0.0
14346,1021.58,2,605,55,510.79,0.0
14348,409.57,1,183,18,409.57,0.0
14350,282.93,1,183,18,282.93,0.0
14351,51.0,1,12,1,51.0,0.0
14352,1078.96,4,538,44,269.74,0.0
14353,90.6,1,64,6,90.6,0.0
14355,174.4,1,92,11,174.4,0.0
14356,701.23,2,277,33,350.615,0.0
14359,483.39,1,189,28,483.39,428.79
14360,1124.49,1,733,71,1124.49,993.54
14364,3717.35,8,1967,61,464.66875,0.0
14367,6916.24,12,3288,243,576.3533333333334,2311.58
14368,155.0,1,36,8,155.0,0.0
14371,100.5,1,34,4,100.5,0.0
14373,76.55,1,17,4,76.55,0.0
14375,235.56,1,184,57,235.56,0.0
14377,617.05,2,219,11,308.525,0.0
14379,110.98,1,128,17,110.98,237.12
14383,242.09,1,201,15,242.09,1005.6
14386,142.4,1,54,7,142.4,0.0
14387,929.74,2,431,77,464.87,797.86
14388,2277.77,6,1389,93,379.62833333333333,935.07
14389,311.14,1,189,19,311.14,732.32
14390,1590.71,4,739,95,397.6775,3051.86
14393,67.95,1,13,5,67.95,0.0
14395,2610.38,7,1285,153,372.9114285714286,869.53
14396,110.35000000000001,1,39,34,110.35000000000001,377.64
14397,1089.24,11,796,16,99.02181818181818,1523.72
14400,574.7,1,454,25,574.7,0.0
14401,3384.88,11,3655,79,307.71636363636367,666.6
14403,1475.81,4,519,17,368.9525,0.0
14404,1322.52,5,769,64,264.504,126.79999999999998
14406,156.75,1,77,8,156.75,0.0
14407,2142.73,5,1414,66,428.546,0.0
14408,2290.81,6,1448,59,381.8016666666667,308.22
14409,2059.4500000000003,6,1230,40,343.24166666666673,0.0
14410,1099.27,9,565,152,122.14111111111112,0.0
14411,1063.0,1,196,14,1063.0,0.0
14412,462.45,1,666,28,462.45,307.58
14413,121.05,1,67,22,121.05,0.0
14414,1496.98,7,2512,79,213.8542857142857,0.0
14415,3766.13,9,1798,196,418.4588888888889,2089.44
14418,150.44,1,148,17,150.44,1786.81
14419,540.79,3,281,73,180.26333333333332,511.0
14420,387.52,1,334,29,387.52,0.0
14421,455.18,1,194,15,455.18,357.93
14422,1032.15,2,541,57,516.075,3231.4900000000002
14423,265.2,1,120,3,265.2,0.0
14426,2885.58,6,1603,151,480.93,1596.09
14428,534.12,3,194,35,178.04,689.94
14431,470.36,1,130,17,470.36,0.0
14432,249.17000000000002,1,308,46,249.17000000000002,1999.33
14434,310.8,1,92,3,310.8,1062.0
14436,89.06,1,129,9,89.06,0.0
14437,63.0,1,60,5,63.0,0.0
14438,131.9,1,82,9,131.9,0.0
14439,2661.24,1,526,32,2661.24,0.0
14440,1558.73,3,449,31,519.5766666666667,798.95
14441,697.4000000000001,2,212,22,348.70000000000005,1015.49
14442,1589.82,2,482,58,794.91,0.0
14443,991.52,3,666,58,330.50666666666666,428.68
14446,669.76,2,620,161,334.88,335.79
14447,601.03,2,313,34,300.515,562.2
14448,102.35000000000001,1,44,18,102.35000000000001,273.0
14449,399.91,2,333,98,199.955,485.89
14450,483.25,3,241,32,161.08333333333334,0.0
14451,360.0,1,204,52,360.0,283.9
14452,127.37,1,46,29,127.37,131.68
14453,119.93,1,49,22,119.93,0.0
14456,1817.86,5,1617,437,363.572,1196.46
14457,113.64,1,88,4,113.64,0.0
14459,1837.92,1,760,37,1837.92,0.0
14460,434.34,3,881,14,144.78,0.0
14461,2102.67,3,765,172,700.89,0.0
14462,1673.7,10,761,140,167.37,301.87
14463,529.62,3,179,6,176.54,0.0
14465,1038.44,3,398,107,346.1466666666667,0.0
14466,1785.65,6,829,32,297.60833333333335,486.75
14467,131.7,1,37,15,131.7,464.56
14470,297.64,1,138,35,297.64,163.55
14472,1852.67,8,1135,153,231.58375,0.0
14473,234.34000000000003,2,88,7,117.17000000000002,0.0
14475,925.85,3,447,35,308.6166666666667,0.0
14476,193.0,1,110,17,193.0,0.0
14477,523.0,2,300,3,261.5,786.6
14479,316.25,2,117,18,158.125,0.0
14481,636.51,2,489,25,318.255,0.0
14482,465.95000000000005,2,234,20,232.97500000000002,1556.8600000000001
14483,137.1,1,97,9,137.1,0.0
14487,816.61,4,459,81,204.1525,348.87
14489,463.38,1,299,30,463.38,0.0
14491,340.93,2,139,17,170.465,0.0
14493,611.22,1,327,29,611.22,1772.02
14495,40.599999999999994,1,22,2,40.599999999999994,83.2
14496,538.8100000000001,2,159,16,269.40500000000003,0.0
14497,475.37,1,235,29,475.37,0.0
14498,1281.79,4,689,104,320.4475,675.53
14499,367.81,2,188,71,183.905,440.63
14500,356.85,3,117,6,118.95,0.0
14501,251.21,2,161,9,125.605,0.0
14502,1163.22,7,532,201,166.17428571428573,1263.57
14503,597.07,1,381,40,597.07,2946.19
14504,542.71,3,263,81,180.90333333333334,130.55
14505,4222.74,6,1922,388,703.79,1636.69
14506,818.96,3,251,82,272.9866666666667,1141.69
14507,924.6899999999999,4,478,71,231.17249999999999,443.19000000000005
14508,137.56,1,70,24,137.56,130.49
14511,329.89,2,145,16,164.945,984.92
14512,275.28,2,122,19,137.64,0.0
14513,455.59000000000003,3,361,11,151.86333333333334,0.0
14514,403.11,2,173,36,201.555,587.09
14515,765.65,2,371,25,382.825,1311.24
14517,252.45,1,73,14,252.45,78.0
14520,165.0,1,100,1,165.0,105.60000000000001
14522,831.5,3,429,15,277.1666666666667,143.04
14523,241.09,1,251,12,241.09,0.0
14524,1731.93,8,643,161,216.49125,111.9
14525,2820.29,7,1720,163,402.8985714285714,1395.61
14527,5834.95,43,1481,275,135.69651162790697,2671.18
14529,338.14,2,186,113,169.07,240.47
14530,2482.32,5,1051,121,496.46400000000006,379.79
14532,932.85,4,284,45,233.2125,0.0
14533,1143.36,3,1467,36,381.11999999999995,806.36
14534,3029.7400000000002,14,1481,263,216.41000000000003,1365.91
14535,1652.81,2,966,166,826.405,1202.03
14536,170.95,1,39,18,170.95,0.0
14538,106.5,1,30,3,106.5,281.75
14540,637.93,2,300,53,318.965,314.73
14541,1307.3500000000001,7,597,70,186.76428571428573,146.0
14542,103.25,1,19,5,103.25,0.0
14543,3231.5,14,599,37,230.82142857142858,328.58000000000004
14544,1101.77,1,836,53,1101.77,902.53
14546,1602.1,3,908,209,534.0333333333333,971.83
14548,652.8,2,256,2,326.4,0.0
14549,289.24,1,136,56,289.24,0.0
14551,125.43,1,66,7,125.43,60.8
14552,164.22,1,90,57,164.22,0.0
14553,312.32,2,182,35,156.16,546.95
14555,186.34,1,90,14,186.34,126.2
14557,788.38,1,510,16,788.38,0.0
14560,1565.2,15,625,25,104.34666666666666,672.57
14561,1080.76,3,1014,67,360.25333333333333,0.0
14562,2999.2200000000003,10,1138,143,299.922,2007.55
14565,3099.12,4,1540,111,774.78,0.0
14566,1432.0,1,800,4,1432.0,0.0
14567,800.76,1,172,13,800.76,729.6
14570,217.21,2,94,28,108.605,0.0
14572,2063.2400000000002,5,1183,153,412.648,741.3
14573,1639.82,9,534,127,182.20222222222222,0.0
14576,35.400000000000006,1,12,1,35.400000000000006,0.0
14577,646.64,3,280,70,215.54666666666665,213.07
14583,741.72,4,552,172,185.43,245.24
14584,1033.06,4,381,68,258.265,0.0
14586,237.36,1,444,19,237.36,0.0
14587,1452.68,8,716,166,181.585,127.61
14589,39.75,1,5,3,39.75,0.0
14591,204.02,1,91,33,204.02,1116.19
14593,339.59,2,118,54,169.795,277.56
14594,255.0,1,146,31,255.0,108.33
14595,300.03000000000003,2,147,12,150.01500000000001,1440.57
14597,165.1,1,118,3,165.1,701.14
14600,393.33000000000004,1,125,25,393.33000000000004,0.0
14603,660.0,1,400,2,660.0,0.0
14606,9784.63,73,5040,727,134.03602739726026,2141.52
14607,495.0,1,300,3,495.0,14526.5
14608,790.95,2,193,7,395.475,994.2
14609,601.56,4,7026,2,150.39,0.0
14616,406.08000000000004,3,104,2,135.36,0.0
14618,211.8,1,92,5,211.8,341.64
14619,394.44,1,152,20,394.44,0.0
14620,412.78000000000003,2,214,26,206.39000000000001,0.0
14621,1002.91,3,410,45,334.30333333333334,785.45
14622,320.58000000000004,1,146,21,320.58000000000004,0.0
14623,601.48,3,253,87,200.49333333333334,280.54
14625,899.63,2,335,51,449.815,0.0
14626,1571.29,2,879,64,785.645,1219.98
14628,671.96,2,272,22,335.98,0.0
14631,630.08,2,352,24,315.04,376.90000000000003
14632,114.56,1,96,8,114.56,0.0
14633,344.90000000000003,1,96,20,344.90000000000003,0.0
14636,300.19,1,117,16,300.19,309.66
14639,1989.23,4,789,93,497.3075,995.26
14640,1483.3600000000001,4,572,63,370.84000000000003,624.02
14643,693.8100000000001,2,815,30,346.90500000000003,0.0
14644,187.50000000000003,1,66,8,187.50000000000003,643.26
14645,597.09,2,381,28,298.545,0.0
14646,202443.63999999998,46,143851,553,4400.948695652173,76694.38
14647,236.04000000000002,1,91,24,236.04000000000002,0.0
14649,895.18,3,657,95,298.3933333333333,507.41
14651,415.47,1,185,59,415.47,238.28
14652,114.18,1,53,29,114.18,0.0
14653,344.81,1,305,29,344.81,1571.89
14655,810.56,1,522,14,810.56,1121.67
14656,291.05,2,120,73,145.525,0.0
14657,638.94,3,339,83,212.98000000000002,209.28
14658,123.14,1,23,14,123.14,124.01
14659,2067.98,7,974,135,295.42571428571426,461.95
14660,285.74,2,228,24,142.87,0.0
14662,512.28,3,322,82,170.76,229.09
14665,1276.18,4,502,62,319.045,559.52
14667,7071.55,19,3942,286,372.18684210526317,2099.24
14669,1259.24,3,770,158,419.74666666666667,0.0
14670,392.86,2,326,107,196.43,0.0
14672,765.55,2,454,58,382.775,0.0
14673,373.49,1,213,15,373.49,1362.91
14676,2170.96,5,2092,28,434.192,377.28
14680,27586.510000000002,15,13007,72,1839.1006666666667,1167.6
14681,498.95,3,76,6,166.31666666666666,0.0
14682,52.0,2,80,1,26.0,0.0
14684,622.77,3,354,162,207.59,578.74
14687,628.38,1,470,15,628.38,0.0
14688,4186.45,16,2953,112,261.653125,1392.65
14689,112.8,1,76,13,112.8,0.0
14690,212.56,1,84,28,212.56,142.49
14691,1769.07,4,607,50,442.2675,345.26
14692,591.55,4,265,53,147.8875,0.0
14693,172.9,1,34,8,172.9,0.0
14696,1778.41,6,1439,101,296.4016666666667,300.54
14697,188.60999999999999,2,181,22,94.30499999999999,0.0
14699,109.13000000000001,1,77,8,109.13000000000001,0.0
14700,1541.1,2,848,56,770.55,654.0
14701,1941.43,7,666,188,277.34714285714284,584.66
14702,1867.34,10,699,122,186.73399999999998,1384.45
14704,372.82,3,169,87,124.27333333333333,1088.8
14705,179.0,1,100,1,179.0,0.0
14708,701.1800000000001,2,410,12,350.59000000000003,425.19
14709,4264.04,10,2164,67,426.404,657.0
14711,2355.63,9,795,177,261.7366666666667,483.99
14712,421.47,2,195,20,210.735,495.6
14713,2029.61,9,1236,130,225.51222222222222,632.59
14715,594.75,3,297,44,198.25,272.63
14716,181.72,1,319,19,181.72,125.79
14719,488.12,2,398,70,244.06,1093.72
14720,401.13,2,147,22,200.565,262.68
14722,180.42000000000002,1,118,28,180.42000000000002,0.0
14723,453.95,3,197,67,151.31666666666666,666.71
14727,268.58,1,62,10,268.58,0.0
14729,313.49,1,197,69,313.49,0.0
14730,872.13,5,509,142,174.426,1025.44
14731,251.01999999999998,2,182,23,125.50999999999999,129.0
14732,1927.19,6,1135,87,321.1983333333333,775.3000000000001
14733,9044.2,11,3645,98,822.2,541.71
14735,4332.25,25,1591,83,173.29,1718.44
14737,1081.75,2,303,13,540.875,82.8
14738,757.6500000000001,5,351,28,151.53000000000003,556.8000000000001
14739,2247.58,4,2678,32,561.895,1654.7
14740,1448.21,3,735,85,482.7366666666667,0.0
14741,864.96,4,558,25,216.24,535.38
14744,928.03,5,519,14,185.606,171.95
14745,1220.26,5,1038,46,244.052,0.0
14747,328.2,1,84,18,328.2,0.0
14748,1118.77,4,1061,75,279.6925,296.98
14753,563.15,1,211,30,563.15,0.0
14754,228.26999999999998,1,173,15,228.26999999999998,409.78
14755,3171.98,8,1369,109,396.4975,1838.3
14757,420.5,1,160,19,420.5,0.0
14758,1484.06,4,419,54,371.015,0.0
14759,870.85,2,247,47,435.425,755.12
14760,89.2,1,40,5,89.2,0.0
14761,97.5,1,58,7,97.5,158.4
14762,300.52,1,341,21,300.52,0.0
14765,95.5,2,22,8,47.75,158.61
14766,2050.85,5,1199,96,410.16999999999996,422.52
14768,133.20000000000002,1,40,4,133.20000000000002,59.400000000000006
14769,10073.36,7,7037,712,1439.0514285714287,341.96999999999997
14770,876.42,2,490,49,438.21,0.0
14772,139.26,1,82,9,139.26,0.0
14775,701.46,2,802,39,350.73,310.44
14776,1862.22,8,2230,44,232.7775,676.08
14778,730.86,2,306,34,365.43,0.0
14779,386.15,3,84,40,128.71666666666667,0.0
14780,332.8,1,210,19,332.8,114.88
14782,200.10000000000002,1,114,6,200.10000000000002,0.0
14784,114.68,1,56,4,114.68,175.31
14790,364.04,2,384,22,182.02,381.02
14794,679.54,4,311,37,169.885,640.37
14795,131.45000000000002,1,17,6,131.45000000000002,0.0
14796,6579.62,14,4846,337,469.97285714285715,1394.31
14798,97.4,2,104,7,48.7,76.34
14800,3939.55,10,3333,228,393.95500000000004,392.24
14803,845.55,3,370,35,281.84999999999997,0.0
14805,109.25,1,29,19,109.25,437.15
14806,193.39000000000001,1,330,11,193.39000000000001,0.0
14808,2184.41,7,1665,157,312.0585714285714,534.19
14810,1866.78,10,912,97,186.678,218.55
14813,152.88,2,66,25,76.44,0.0
14816,271.85,1,5,4,271.85,0.0
14817,1110.34,2,655,52,555.17,0.0
14818,657.8,3,324,41,219.26666666666665,0.0
14819,84.72,1,48,3,84.72,187.35
14820,242.19,2,145,15,121.095,265.1
14821,48.800000000000004,1,20,2,48.800000000000004,0.0
14823,321.43,3,88,56,107.14333333333333,0.0
14824,755.51,2,349,19,377.755,372.20000000000005
14825,1493.67,8,612,70,186.70875,727.34
14828,2139.76,3,2172,17,713.2533333333334,0.0
14829,531.63,3,364,33,177.21,165.92
14834,851.2,3,376,34,283.73333333333335,869.1
14837,1649.5,4,1436,96,412.375,0.0
14840,62.85,1,31,4,62.85,0.0
14841,2375.57,4,1235,88,593.8925,920.19
14842,1901.52,3,711,86,633.84,923.17
14844,2257.6800000000003,3,1301,64,752.5600000000001,932.13
14847,309.4,1,120,13,309.4,0.0
14849,5784.53,17,4088,145,340.2664705882353,2146.01
14850,325.75,1,293,21,325.75,0.0
14851,206.13,1,139,14,206.13,305.22
14852,2188.42,5,1390,67,437.684,648.27
14853,214.5,1,34,3,214.5,261.3
14854,2740.03,7,1820,110,391.4328571428572,0.0
14855,645.65,2,267,13,322.825,0.0
14857,522.52,1,188,29,522.52,650.6
14859,927.12,2,463,40,463.56,426.62
14862,304.09999999999997,1,430,21,304.09999999999997,537.1
14865,37.2,1,96,3,37.2,15.0
14866,6766.92,4,3023,29,1691.73,7586.4800000000005
14867,710.28,3,328,31,236.76,0.0
14868,1634.77,5,871,74,326.954,1318.82
14869,387.06,1,354,48,387.06,334.39
14870,327.25,1,119,13,327.25,0.0
14871,335.3,3,109,44,111.76666666666667,165.98000000000002
14873,519.68,1,168,28,519.68,0.0
14875,1465.3200000000002,2,558,46,732.6600000000001,0.0
14878,1184.26,7,691,54,169.18,291.83
14880,690.59,3,365,45,230.1966666666667,0.0
14883,571.99,4,592,35,142.9975,189.6
14885,765.3199999999999,1,724,15,765.3199999999999,0.0
14886,364.8,1,160,18,364.8,0.0
14887,1862.0,1,1100,6,1862.0,0.0
14888,369.2,1,184,20,369.2,0.0
14889,135.9,1,90,10,135.9,0.0
14890,125.65,1,51,7,125.65,0.0
14891,554.38,2,505,30,277.19,0.0
14894,655.75,1,265,23,655.75,0.0
14895,7974.79,13,3418,242,613.4453846153846,3163.92
14896,468.77000000000004,2,279,43,234.38500000000002,0.0
14897,345.4,2,152,17,172.7,1020.98
14898,991.18,5,852,60,198.236,278.13
14901,1093.83,7,522,59,156.26142857142855,327.46
14903,2398.62,4,1330,195,599.655,396.71
14905,616.15,2,287,14,308.075,0.0
14907,2608.18,5,1307,110,521.636,892.9200000000001
14908,277.8,1,132,9,277.8,0.0
14911,91872.33,130,50196,1462,706.7102307692307,48464.5
14912,482.78999999999996,1,445,14,482.78999999999996,385.06
14913,917.15,3,1362,57,305.71666666666664,310.28000000000003
14915,307.48,2,112,12,153.74,0.0
14916,967.76,3,830,54,322.58666666666664,301.21999999999997
14918,1610.15,2,675,39,805.075,0.0
14920,977.77,2,509,57,488.885,0.0
14921,903.01,1,631,53,903.01,413.06
14924,310.05,1,64,10,310.05,0.0
14930,2362.96,3,1160,116,787.6533333333333,0.0
14931,554.65,2,278,26,277.325,410.03
14932,363.53,1,80,17,363.53,0.0
14934,1890.94,2,1042,68,945.47,0.0
14935,1784.71,1,935,10,1784.71,0.0
14936,5072.88,3,2352,124,1690.96,3064.14
14937,759.56,1,172,13,759.56,862.3199999999999
14944,4922.51,9,2465,96,546.9455555555555,977.74
14947,290.82,2,179,14,145.41,0.0
14948,834.27,5,569,45,166.85399999999998,267.7
14951,311.69,1,311,20,311.69,0.0
14952,6724.25,9,2951,99,747.1388888888889,1375.24
14957,58.49,1,34,12,58.49,0.0
14958,483.72999999999996,3,128,33,161.2433333333333,0.0
14959,537.32,3,400,33,179.10666666666668,158.1
14960,88.3,1,20,2,88.3,132.97
14961,5899.93,8,3251,175,737.49125,1144.75
14962,126.7,1,44,5,126.7,0.0
14963,294.2,1,167,37,294.2,1178.14
14964,206.21,1,143,13,206.21,0.0
14965,596.09,2,363,80,298.045,0.0
14970,1119.75,3,165,10,373.25,472.31
14972,114.77,1,28,18,114.77,0.0
14973,1314.45,3,369,29,438.15000000000003,0.0
14976,559.96,4,162,38,139.99,214.9
14978,1921.3700000000001,5,523,136,384.274,0.0
14981,102.12,1,97,8,102.12,0.0
14984,102.23,1,20,16,102.23,100.14
14985,292.01,2,256,78,146.005,0.0
14987,163.2,1,64,2,163.2,163.2
14988,334.54,1,141,40,334.54,0.0
14995,119.31,1,51,37,119.31,112.67
14997,433.67999999999995,2,924,21,216.83999999999997,112.52
14998,414.87,2,258,70,207.435,0.0
15002,1641.76,4,862,93,410.44,0.0
15004,1220.38,1,622,153,1220.38,0.0
15005,4932.14,22,3229,289,224.18818181818185,1361.53
15007,156.91,1,69,12,156.91,0.0
15012,188.56,1,84,46,188.56,216.48
15014,117.72999999999999,1,68,2,117.72999999999999,139.94
15016,170.04,1,76,20,170.04,0.0
15018,291.34000000000003,2,94,17,145.67000000000002,204.87
15019,252.81,1,150,64,252.81,0.0
15021,1385.3600000000001,6,630,250,230.89333333333335,486.41
15023,5009.07,8,2184,270,626.13375,1692.44
15024,830.62,5,404,62,166.124,805.81
15026,464.2,3,225,56,154.73333333333332,0.0
15027,966.9699999999999,3,523,27,322.3233333333333,99.18
15028,185.97,1,119,14,185.97,441.16
15030,518.28,2,372,7,259.14,0.0
15031,261.79,2,115,42,130.895,391.4
15032,4959.1,3,2968,29,1653.0333333333335,0.0
15033,1605.65,6,901,202,267.60833333333335,948.23
15034,2640.38,5,1326,158,528.076,1633.78
15035,252.73000000000002,1,245,26,252.73000000000002,0.0
15036,429.56,3,316,107,143.18666666666667,0.0
15038,497.7,4,123,90,124.425,188.04
15039,18655.19,39,8573,382,478.3382051282051,1111.4
15041,179.93,1,103,66,179.93,0.0
15042,135.93,1,30,5,135.93,0.0
15044,5500.53,14,1622,152,392.895,2134.2
15045,735.66,2,114,11,367.83,0.0
15046,3924.73,11,2535,123,356.7936363636364,1146.74
15047,343.62,1,222,22,343.62,0.0
15048,321.48,3,170,74,107.16000000000001,59.52
15049,121.17000000000002,1,63,3,121.17000000000002,0.0
15050,1278.78,2,917,50,639.39,458.90999999999997
15051,377.74,1,351,34,377.74,1005.62
15052,207.73000000000002,1,79,27,207.73000000000002,0.0
15053,478.6,2,514,28,239.3,215.35
15057,1489.5,2,668,25,744.75,0.0
15058,1432.31,8,721,138,179.03875,670.23
15059,1008.6,7,405,127,144.0857142857143,329.12
15061,40567.76,41,21064,59,989.4575609756098,13966.38
15062,987.86,4,763,47,246.965,0.0
15063,370.79999999999995,1,56,5,370.79999999999995,0.0
15065,2858.75,3,1181,132,952.9166666666666,299.38
15067,1744.76,3,954,82,581.5866666666667,0.0
15068,239.95999999999998,1,130,39,239.95999999999998,313.4
15069,1109.53,1,520,70,1109.53,0.0
15070,106.2,1,36,1,106.2,0.0
15071,982.07,2,269,25,491.035,0.0
15073,861.96,2,428,22,430.98,181.45
15074,735.67,1,431,41,735.67,0.0
15075,773.03,1,447,27,773.03,0.0
15076,880.85,1,571,49,880.85,0.0
15078,7580.150000000001,24,3813,83,315.83958333333334,2162.96
15079,895.61,4,389,46,223.9025,0.0
15081,336.25,3,133,21,112.08333333333333,168.55
15083,88.2,1,38,5,88.2,0.0
15087,306.94,1,470,15,306.94,0.0
15089,2036.28,3,1189,117,678.76,384.56
15090,381.32,1,208,23,381.32,0.0
15092,457.81,2,135,23,228.905,0.0
15093,4027.1,5,3279,51,805.42,569.9200000000001
15095,1370.6,4,1079,30,342.65,0.0
15098,39916.5,3,121,1,13305.5,0.0
15099,410.48,1,343,23,410.48,0.0
15100,876.0,3,80,1,292.0,0.0
15101,102.28,1,34,4,102.28,215.25
15103,291.68,1,148,13,291.68,411.68
15104,993.54,2,635,66,496.77,0.0
15105,1176.54,3,690,45,392.18,1122.3899999999999
15106,1032.83,3,822,67,344.27666666666664,389.69
15107,319.5,6,169,12,53.25,0.0
15108,1159.25,3,490,49,386.4166666666667,0.0
15109,484.95,1,131,28,484.95,0.0
15110,376.55,2,121,13,188.275,619.5500000000001
15111,288.5,1,106,16,288.5,1278.98
15114,2252.28,9,2532,112,250.25333333333336,508.28
15116,790.97,2,255,20,395.485,561.7800000000001
15117,675.73,2,1085,31,337.865,876.0500000000001
15118,244.8,1,1440,1,244.8,0.0
15119,266.4,1,88,14,266.4,0.0
15120,358.82,1,296,21,358.82,0.0
15121,295.15,1,125,18,295.15,162.57
15122,1633.78,3,800,65,544.5933333333334,0.0
15123,1069.47,1,509,53,1069.47,1129.84
15124,90.75,1,89,9,90.75,93.44
15125,10795.48,12,5909,97,899.6233333333333,733.0
15128,1170.24,3,1007,66,390.08,300.76
15129,2796.73,10,1621,48,279.673,650.67
15130,330.11,1,197,22,330.11,0.0
15132,842.23,3,633,47,280.74333333333334,135.70000000000002
15133,982.42,3,680,27,327.4733333333333,0.0
15134,897.5500000000001,5,539,34,179.51000000000002,490.44
15135,139.05,1,43,9,139.05,0.0
15136,582.9,1,374,29,582.9,703.8000000000001
15139,178.96,2,208,13,89.48,0.0
15140,2052.85,6,1464,64,342.14166666666665,301.4
15143,259.45,1,150,14,259.45,0.0
15144,4005.64,12,2068,100,333.80333333333334,2574.8
15145,724.03,2,438,35,362.015,470.7
15146,1327.16,2,1473,90,663.58,0.0
15147,623.5,1,366,28,623.5,0.0
15149,520.8000000000001,1,128,23,520.8000000000001,0.0
15150,4360.29,7,3037,256,622.8985714285715,931.04
15152,2712.23,7,1413,120,387.4614285714286,2033.46
15154,254.28,1,89,66,254.28,0.0
15157,1505.37,2,1910,89,752.685,430.70000000000005
15159,9563.85,20,6011,226,478.1925,9077.16
15160,158.16,1,84,4,158.16,0.0
15163,155.0,1,48,10,155.0,149.47
15164,363.23,2,142,52,181.615,461.35
15165,487.75,1,160,27,487.75,0.0
15167,158.8,1,65,39,158.8,0.0
15171,1289.5,1,290,5,1289.5,0.0
15172,886.74,3,838,60,295.58,737.31
15174,135.75,1,145,11,135.75,0.0
15175,224.14,1,454,23,224.14,0.0
